Position	Number_Covered_Samples	Avg_Depth	Upper_SE	Lower_SE
4157	26	3.561797753	6.236767678	0.886827827
4158	25	3.539325843	6.213267122	0.865384563
4159	25	3.528089888	6.199912824	0.856266951
4160	25	3.516853933	6.162987479	0.870720386
4161	25	3.505617978	6.105444325	0.90579163
4162	25	3.505617978	6.105444325	0.90579163
4163	25	3.494382022	6.068898171	0.919865873
4164	25	3.483146067	6.056551983	0.909740152
4165	25	3.471910112	6.040509155	0.903311069
4166	25	3.460674157	6.005877798	0.915470517
4167	25	3.449438202	6.020962254	0.87791415
4168	24	3.438202247	6.010074589	0.866329905
4169	24	3.460674157	6.086988078	0.834360236
4170	24	3.460674157	6.086988078	0.834360236
4171	24	3.471910112	6.123767664	0.820052561
4172	24	3.483146067	6.111286391	0.855005744
4173	24	3.460674157	6.038112737	0.883235577
4174	24	3.471910112	6.074642763	0.869177462
4175	24	3.460674157	6.038112737	0.883235577
4176	24	3.438202247	5.987466435	0.88893806
4177	24	3.438202247	5.987466435	0.88893806
4178	24	3.438202247	5.988582997	0.887821498
4179	24	3.449438202	5.980041558	0.918834847
4180	24	3.449438202	5.980041558	0.918834847
4181	24	3.449438202	5.980041558	0.918834847
4182	24	3.460674157	6.008858955	0.91248936
4183	24	3.449438202	5.995370706	0.903505698
4184	24	3.426966292	5.970242046	0.883690538
4185	24	3.426966292	5.970242046	0.883690538
4186	24	3.426966292	5.970242046	0.883690538
4187	24	3.415730337	5.946632843	0.884827831
4188	24	3.438202247	5.970284159	0.906120336
4189	22	3.292134831	5.824684141	0.759585522
4190	22	3.280898876	5.808867334	0.752930419
4191	22	3.269662921	5.771888409	0.767437434
4192	22	3.258426966	5.760183652	0.75667028
4193	22	3.258426966	5.737318875	0.779535058
4194	23	3.292134831	5.800965338	0.783304325
4195	23	3.337078652	5.902296301	0.771861002
4196	24	3.393258427	6.059936093	0.726580761
4197	24	3.382022472	6.048660151	0.715384793
4198	24	3.393258427	6.06171489	0.724801964
4199	26	3.404494382	6.072275441	0.736713323
4200	26	3.404494382	6.073697985	0.735290779
4201	27	3.393258427	6.087903793	0.698613061
4202	26	3.382022472	6.091379846	0.672665097
4203	26	3.359550562	6.036397345	0.682703779
4204	26	3.393258427	6.1162813	0.670235554
4205	26	3.382022472	6.078740575	0.685304369
4206	26	3.382022472	6.078740575	0.685304369
4207	26	3.370786517	6.041292122	0.700280912
4208	26	3.359550562	6.003938684	0.715162439
4209	27	3.382022472	6.052216613	0.711828331
4210	27	3.370786517	6.038447664	0.70312537
4211	27	3.370786517	6.038447664	0.70312537
4212	27	3.348314607	5.963781946	0.732847267
4213	27	3.348314607	5.963781946	0.732847267
4214	27	3.337078652	5.926598135	0.747559168
4215	27	3.280898876	5.817486953	0.7443108
4216	26	3.269662921	5.804295524	0.735030319
4217	26	3.258426966	5.78246538	0.734388552
4218	26	3.213483146	5.725817628	0.701148664
4219	26	3.224719101	5.737159688	0.712278514
4220	26	3.191011236	5.679207123	0.702815349
4221	26	3.179775281	5.649090668	0.710459894
4222	26	3.157303371	5.574703438	0.739903304
4223	26	3.168539326	5.603282826	0.733795826
4224	26	3.179775281	5.632122205	0.727428357
4225	25	3.168539326	5.621147122	0.71593153
4226	25	3.157303371	5.584106959	0.730499783
4227	23	3.157303371	5.621747315	0.692859427
4228	22	3.134831461	5.581998673	0.687664248
4229	22	3.134831461	5.581998673	0.687664248
4230	21	3.112359551	5.560398069	0.664321032
4231	21	3.157303371	5.601641056	0.712965685
4232	21	3.123595506	5.542534508	0.704656503
4233	21	3.06741573	5.457137365	0.677694096
4234	22	3.056179775	5.429388321	0.68297123
4235	22	3.04494382	5.416372432	0.673515209
4236	22	3.04494382	5.416372432	0.673515209
4237	22	3.04494382	5.416372432	0.673515209
4238	22	3.033707865	5.394925495	0.672490235
4239	22	3.033707865	5.418520666	0.648895064
4240	22	3.033707865	5.418520666	0.648895064
4241	22	3.04494382	5.407953588	0.681934053
4242	22	3.04494382	5.398698399	0.691189242
4243	22	3.04494382	5.398698399	0.691189242
4244	22	3.06741573	5.451173087	0.683658374
4245	22	3.078651685	5.472114051	0.68518932
4246	21	3.033707865	5.425672857	0.641742873
4247	22	3.06741573	5.434794061	0.700037399
4248	22	3.08988764	5.464807438	0.714967842
4249	22	3.08988764	5.464807438	0.714967842
4250	22	3.08988764	5.465606499	0.714168782
4251	22	3.08988764	5.465606499	0.714168782
4252	22	3.101123596	5.504407072	0.697840119
4253	22	3.112359551	5.518955087	0.705764015
4254	22	3.134831461	5.593605155	0.676057767
4255	22	3.146067416	5.610762299	0.681372532
4256	22	3.123595506	5.569843154	0.677347857
4257	21	3.112359551	5.564658645	0.660060456
4258	21	3.146067416	5.64023435	0.651900482
4259	21	3.146067416	5.637569478	0.654565353
4260	21	3.146067416	5.637569478	0.654565353
4261	21	3.146067416	5.637569478	0.654565353
4262	21	3.123595506	5.602216402	0.644974609
4263	21	3.08988764	5.50679363	0.672981651
4264	21	3.08988764	5.50679363	0.672981651
4265	21	3.078651685	5.469336928	0.687966443
4266	21	3.078651685	5.469336928	0.687966443
4267	21	3.078651685	5.469336928	0.687966443
4268	21	3.078651685	5.457797171	0.6995062
4269	22	3.101123596	5.488559568	0.713687623
4270	22	3.08988764	5.45118204	0.728593241
4271	22	3.101123596	5.462580557	0.739666634
4272	22	3.08988764	5.45118204	0.728593241
4273	22	3.08988764	5.45118204	0.728593241
4274	22	3.112359551	5.502732555	0.721986546
4275	22	3.101123596	5.485775427	0.716471764
4276	22	3.101123596	5.485775427	0.716471764
4277	22	3.123595506	5.511737052	0.735453959
4278	22	3.179775281	5.582867965	0.776682597
4279	22	3.213483146	5.58873517	0.838231122
4280	22	3.202247191	5.551671415	0.852822967
4281	22	3.168539326	5.483397593	0.853681059
4282	22	3.202247191	5.569778658	0.834715724
4283	22	3.202247191	5.570580212	0.83391417
4284	22	3.235955056	5.658109873	0.813800239
4285	22	3.235955056	5.684220063	0.787690049
4286	22	3.269662921	5.778705929	0.760619913
4287	22	3.292134831	5.799073281	0.785196382
4288	22	3.280898876	5.807740868	0.754056884
4289	22	3.258426966	5.732336986	0.784516947
4290	22	3.258426966	5.739232322	0.777621611
4291	22	3.235955056	5.711971868	0.759938244
4292	22	3.247191011	5.729813849	0.764568173
4293	22	3.235955056	5.711971868	0.759938244
4294	21	3.157303371	5.594642554	0.719964188
4295	22	3.146067416	5.600344138	0.691790694
4296	22	3.146067416	5.600344138	0.691790694
4297	22	3.146067416	5.600344138	0.691790694
4298	22	3.157303371	5.61326091	0.701345832
4299	22	3.157303371	5.61326091	0.701345832
4300	22	3.157303371	5.619050268	0.695556473
4301	22	3.157303371	5.619050268	0.695556473
4302	22	3.146067416	5.602276761	0.689858071
4303	22	3.134831461	5.58819563	0.681467292
4304	22	3.134831461	5.58819563	0.681467292
4305	22	3.123595506	5.550368336	0.696822675
4306	22	3.134831461	5.58819563	0.681467292
4307	22	3.134831461	5.58819563	0.681467292
4308	21	3.078651685	5.504018053	0.653285318
4309	21	3.08988764	5.519716717	0.660058564
4310	21	3.056179775	5.448902484	0.663457066
4311	21	3.056179775	5.448902484	0.663457066
4312	21	3.056179775	5.448902484	0.663457066
4313	21	3.011235955	5.34620115	0.676270761
4314	21	3	5.321311984	0.678688016
4315	21	2.988764045	5.305777082	0.671751007
4316	20	2.966292135	5.284515201	0.648069069
4317	20	2.865168539	5.110500036	0.619837042
4318	20	2.876404494	5.12115654	0.631652449
4319	20	2.887640449	5.141513379	0.63376752
4320	20	2.898876404	5.17937422	0.618378589
4321	20	2.91011236	5.217334518	0.602890202
4322	20	2.898876404	5.202972244	0.594780565
4323	20	2.91011236	5.273415421	0.546809298
4324	20	2.91011236	5.273415421	0.546809298
4325	20	2.887640449	5.237572939	0.53770796
4326	20	2.91011236	5.28663001	0.533594709
4327	20	2.898876404	5.274357369	0.52339544
4328	20	2.91011236	5.285831218	0.534393501
4329	20	2.898876404	5.247438139	0.55031467
4330	20	2.91011236	5.285831218	0.534393501
4331	20	2.91011236	5.309283778	0.510940941
4332	20	2.921348315	5.345149033	0.497547596
4333	20	2.876404494	5.303959317	0.448849671
4334	20	2.876404494	5.23374881	0.519060179
4335	20	2.876404494	5.240181261	0.512627728
4336	20	2.876404494	5.240181261	0.512627728
4337	21	2.865168539	5.200416851	0.529920227
4338	21	2.853932584	5.167279474	0.540585694
4339	21	2.797752809	5.077890562	0.517615056
4340	21	2.797752809	5.077890562	0.517615056
4341	21	2.820224719	5.078356249	0.562093189
4342	21	2.831460674	5.099101319	0.563820029
4343	21	2.808988764	5.045717609	0.572259919
4344	21	2.831460674	5.062819913	0.600101435
4345	21	2.820224719	5.052147777	0.588301662
4346	21	2.820224719	5.055546782	0.584902656
4347	21	2.831460674	5.093234704	0.569686644
4348	21	2.831460674	5.093234704	0.569686644
4349	21	2.853932584	5.168919826	0.538945343
4350	21	2.842696629	5.154955454	0.530437805
4351	22	2.842696629	5.150025082	0.535368177
4352	22	2.887640449	5.249255446	0.526025452
4353	22	2.921348315	5.329042429	0.5136542
4354	22	2.921348315	5.353747633	0.488948996
4355	22	2.921348315	5.336912726	0.505783904
4356	22	2.898876404	5.283528236	0.514224573
4357	22	2.887640449	5.245636035	0.529644864
4358	22	2.865168539	5.187376092	0.542960986
4359	22	2.853932584	5.173833921	0.534031247
4360	22	2.842696629	5.184319694	0.501073564
4361	22	2.842696629	5.184319694	0.501073564
4362	22	2.842696629	5.206906414	0.478486844
4363	22	2.842696629	5.196043452	0.489349807
4364	22	2.853932584	5.204314254	0.503550915
4365	23	2.91011236	5.317181941	0.503042779
4366	22	2.887640449	5.294235985	0.481044913
4367	22	2.887640449	5.295812821	0.479468078
4368	22	2.853932584	5.258205279	0.449659889
4369	22	2.842696629	5.251444554	0.433948705
4370	21	2.853932584	5.318242395	0.389622773
4371	21	2.853932584	5.318242395	0.389622773
4372	21	2.865168539	5.330494984	0.399842094
4373	21	2.876404494	5.369151659	0.38365733
4374	21	2.887640449	5.37986141	0.395419489
4375	21	2.898876404	5.394752831	0.402999978
4376	21	2.887640449	5.39428965	0.380991249
4377	21	2.898876404	5.413692566	0.384060243
4378	21	2.898876404	5.413692566	0.384060243
4379	21	2.91011236	5.427793192	0.392431527
4380	21	2.93258427	5.48625332	0.37891522
4381	21	2.91011236	5.445447424	0.374777295
4382	21	2.91011236	5.442825869	0.37739885
4383	21	2.898876404	5.430242314	0.367510495
4384	21	2.91011236	5.468920555	0.351304164
4385	21	2.91011236	5.469291409	0.35093331
4386	21	2.898876404	5.454123337	0.343629472
4387	20	2.887640449	5.416528271	0.358752628
4388	20	2.898876404	5.455237286	0.342515523
4389	20	2.898876404	5.455237286	0.342515523
4390	20	2.898876404	5.428367114	0.369385695
4391	20	2.91011236	5.440576661	0.379648058
4392	20	2.876404494	5.412929514	0.339879474
4393	20	2.91011236	5.510492344	0.309732375
4394	19	2.91011236	5.519963826	0.300260893
4395	18	2.853932584	5.429711663	0.278153505
4396	18	2.853932584	5.429711663	0.278153505
4397	18	2.876404494	5.461477082	0.291331907
4398	18	2.876404494	5.461477082	0.291331907
4399	18	2.876404494	5.461477082	0.291331907
4400	19	2.887640449	5.472572788	0.302708111
4401	19	2.876404494	5.457803349	0.29500564
4402	19	2.786516854	5.337461972	0.235571736
4403	18	2.764044944	5.312217187	0.2158727
4404	18	2.764044944	5.314822854	0.213267033
4405	18	2.764044944	5.314822854	0.213267033
4406	17	2.752808989	5.303683045	0.201934933
4407	17	2.752808989	5.303683045	0.201934933
4408	17	2.752808989	5.303683045	0.201934933
4409	17	2.730337079	5.270206123	0.190468035
4410	17	2.707865169	5.217073915	0.198656422
4411	17	2.719101124	5.235782234	0.202420013
4412	17	2.696629213	5.203265653	0.189992774
4413	17	2.696629213	5.230003628	0.163254799
4414	17	2.719101124	5.283595391	0.154606856
4415	17	2.730337079	5.295488219	0.165185938
4416	16	2.719101124	5.2843354	0.153866847
4417	16	2.752808989	5.35451722	0.151100757
4418	16	2.752808989	5.35451722	0.151100757
4419	16	2.764044944	5.36748216	0.160607727
4420	16	2.764044944	5.36748216	0.160607727
4421	16	2.752808989	5.328857137	0.176760841
4422	16	2.741573034	5.289933577	0.193212491
4423	16	2.707865169	5.256476756	0.159253581
4424	16	2.696629213	5.242335541	0.150922886
4425	16	2.685393258	5.20381092	0.166975597
4426	16	2.685393258	5.20381092	0.166975597
4427	18	2.741573034	5.269368546	0.213777521
4428	18	2.752808989	5.280887113	0.224730864
4429	18	2.752808989	5.285013021	0.220604956
4430	18	2.764044944	5.300645631	0.227444256
4431	18	2.775280899	5.3389476	0.211614198
4432	18	2.797752809	5.365276437	0.230229181
4433	18	2.808988764	5.368996831	0.248980697
4434	18	2.808988764	5.368996831	0.248980697
4435	18	2.797752809	5.357131847	0.238373771
4436	18	2.808988764	5.373071361	0.244906167
4437	18	2.808988764	5.399949068	0.218028461
4438	18	2.898876404	5.52265561	0.275097199
4439	18	2.898876404	5.52265561	0.275097199
4440	18	2.921348315	5.545915819	0.29678081
4441	19	2.95505618	5.585289218	0.324823142
4442	19	2.95505618	5.562095174	0.348017186
4443	19	2.966292135	5.577528285	0.355055985
4444	19	2.988764045	5.636468698	0.341059392
4445	19	3	5.647885875	0.352114125
4446	20	3.056179775	5.74085452	0.371505031
4447	20	3.04494382	5.724505931	0.365381709
4448	20	3.04494382	5.724505931	0.365381709
4449	20	3.056179775	5.763032926	0.349326625
4450	20	3.011235955	5.701960913	0.320510997
4451	20	3.033707865	5.724769648	0.342646082
4452	20	3.157303371	5.841108145	0.473498597
4453	20	3.146067416	5.821603327	0.470531505
4454	20	3.146067416	5.821603327	0.470531505
4455	20	3.101123596	5.722731724	0.479515467
4456	20	3.112359551	5.788210289	0.436508812
4457	20	3.112359551	5.810812939	0.413906162
4458	20	3.101123596	5.795214907	0.407032284
4459	20	3.078651685	5.744477507	0.412825863
4460	20	3.056179775	5.667383257	0.444976294
4461	20	3.04494382	5.628947849	0.460939791
4462	20	3.056179775	5.648781637	0.463577914
4463	21	3.078651685	5.67632388	0.480979491
4464	22	3.08988764	5.666068243	0.513707038
4465	22	3.078651685	5.6006953	0.556608071
4466	23	3.112359551	5.667009674	0.557709427
4467	22	3.123595506	5.696893686	0.550297325
4468	22	3.157303371	5.748271905	0.566334836
4469	22	3.146067416	5.685109266	0.607025566
4470	22	3.157303371	5.698343462	0.61626328
4471	22	3.157303371	5.698343462	0.61626328
4472	22	3.168539326	5.709331821	0.62774683
4473	22	3.157303371	5.668287809	0.646318933
4474	22	3.112359551	5.59962532	0.625093781
4475	22	3.08988764	5.577612083	0.602163198
4476	22	3.101123596	5.605351153	0.596896038
4477	22	3.06741573	5.539894349	0.594937112
4478	22	3.146067416	5.689217387	0.602917444
4479	22	3.157303371	5.726570688	0.588036054
4480	22	3.157303371	5.751200465	0.563406276
4481	22	3.168539326	5.788768252	0.548310399
4482	22	3.168539326	5.807175117	0.529903535
4483	22	3.191011236	5.83059652	0.551425952
4484	22	3.202247191	5.846611119	0.557883263
4485	22	3.224719101	5.869647501	0.579790701
4486	22	3.213483146	5.831986031	0.594980261
4487	22	3.224719101	5.836428897	0.613009305
4488	22	3.202247191	5.782675142	0.62181924
4489	22	3.213483146	5.820362621	0.606603671
4490	22	3.191011236	5.772430744	0.609591728
4491	22	3.179775281	5.766221081	0.59332948
4492	22	3.157303371	5.736892332	0.577714409
4493	22	3.146067416	5.720740947	0.571393884
4494	22	3.157303371	5.732842334	0.581764408
4495	22	3.157303371	5.707291079	0.607315662
4496	22	3.168539326	5.742728254	0.594350397
4497	22	3.191011236	5.796945668	0.585076803
4498	21	3.179775281	5.766954812	0.59259575
4499	21	3.202247191	5.823542113	0.580952269
4500	21	3.224719101	5.821122587	0.628315615
4501	21	3.224719101	5.821122587	0.628315615
4502	21	3.224719101	5.821122587	0.628315615
4503	21	3.224719101	5.821122587	0.628315615
4504	21	3.202247191	5.797344368	0.607150014
4505	21	3.157303371	5.778858623	0.535748119
4506	22	3.191011236	5.81834404	0.563678431
4507	22	3.224719101	5.864259948	0.585178254
4508	22	3.213483146	5.845722166	0.581244126
4509	22	3.213483146	5.854720139	0.572246154
4510	22	3.224719101	5.892156398	0.557281804
4511	22	3.247191011	5.926884439	0.567497583
4512	22	3.247191011	5.932898231	0.561483791
4513	22	3.269662921	5.969285713	0.570040129
4514	22	3.269662921	5.969285713	0.570040129
4515	22	3.269662921	5.969285713	0.570040129
4516	22	3.224719101	5.893223515	0.556214687
4517	23	3.235955056	5.904199724	0.567710388
4518	23	3.235955056	5.904199724	0.567710388
4519	23	3.213483146	5.873338421	0.553627871
4520	23	3.213483146	5.888281658	0.538684634
4521	23	3.202247191	5.85091419	0.553580192
4522	23	3.179775281	5.821763076	0.537787486
4523	23	3.179775281	5.840019389	0.519531172
4524	23	3.191011236	5.851010827	0.531011645
4525	23	3.191011236	5.851010827	0.531011645
4526	23	3.191011236	5.851010827	0.531011645
4527	23	3.202247191	5.861641404	0.542852978
4528	24	3.224719101	5.910239711	0.539198492
4529	24	3.247191011	6.045722591	0.448659432
4530	24	3.269662921	6.102064446	0.437261397
4531	24	3.280898876	6.114380655	0.447417098
4532	23	3.269662921	6.075808418	0.463517425
4533	21	3.168539326	5.965698886	0.371379766
4534	21	3.179775281	6.003720028	0.355830534
4535	21	3.168539326	5.992038476	0.345040175
4536	21	3.157303371	5.973284754	0.341321988
4537	21	3.134831461	5.897152564	0.372510357
4538	21	3.168539326	5.959245178	0.377833474
4539	21	3.179775281	5.971611895	0.387938667
4540	21	3.179775281	5.990920783	0.368629779
4541	21	3.146067416	5.923586697	0.368548134
4542	21	3.146067416	5.916059625	0.376075207
4543	22	3.146067416	5.906450029	0.385684802
4544	22	3.146067416	5.95281703	0.339317801
4545	22	3.168539326	5.981599709	0.355478943
4546	22	3.191011236	6.024790295	0.357232177
4547	22	3.224719101	6.065480912	0.383957291
4548	22	3.146067416	5.949433814	0.342701018
4549	22	3.112359551	5.857534567	0.367184535
4550	22	3.123595506	5.895734897	0.351456114
4551	22	3.101123596	5.838546276	0.363700915
4552	22	3.123595506	5.840757819	0.406433193
4553	22	3.112359551	5.8255436	0.399175501
4554	22	3.101123596	5.78745408	0.414793111
4555	22	3.112359551	5.799535379	0.425183722
4556	21	3.112359551	5.800947661	0.42377144
4557	21	3.123595506	5.839010928	0.408180083
4558	21	3.123595506	5.839010928	0.408180083
4559	21	3.123595506	5.808079596	0.439111416
4560	21	3.134831461	5.842677128	0.426985794
4561	21	3.146067416	5.85859113	0.433543701
4562	21	3.146067416	5.85859113	0.433543701
4563	21	3.134831461	5.840222743	0.429440178
4564	21	3.146067416	5.878460552	0.413674279
4565	21	3.146067416	5.878460552	0.413674279
4566	21	3.134831461	5.866752359	0.402910563
4567	21	3.134831461	5.866752359	0.402910563
4568	21	3.146067416	5.905074498	0.387060334
4569	21	3.134831461	5.866752359	0.402910563
4570	21	3.146067416	5.887475971	0.40465886
4571	21	3.112359551	5.846102605	0.378616496
4572	21	3.078651685	5.758325217	0.398978153
4573	21	3.056179775	5.704911186	0.407448364
4574	20	3.033707865	5.6756553	0.391760431
4575	20	2.988764045	5.636110246	0.341417844
4576	20	2.966292135	5.560024791	0.372559479
4577	20	2.966292135	5.560024791	0.372559479
4578	21	3.06741573	5.730596301	0.404235159
4579	21	3.08988764	5.733340096	0.446435185
4580	21	3.101123596	5.769376256	0.432870935
4581	21	3.056179775	5.68368709	0.428672461
4582	21	3.02247191	5.59065994	0.45428388
4583	20	3	5.56264747	0.43735253
4584	20	2.988764045	5.526289373	0.451238717
4585	20	2.97752809	5.509618424	0.445437756
4586	20	3.011235955	5.572214339	0.450257571
4587	20	3.011235955	5.524334292	0.498137618
4588	20	3.011235955	5.524334292	0.498137618
4589	20	3.011235955	5.524334292	0.498137618
4590	21	3.02247191	5.53688523	0.50805859
4591	21	3.02247191	5.53688523	0.50805859
4592	21	3.078651685	5.650254522	0.507048849
4593	20	3.056179775	5.620811252	0.491548299
4594	22	3.101123596	5.685177143	0.517070048
4595	23	3.146067416	5.736542047	0.555592785
4596	23	3.146067416	5.734343033	0.557791798
4597	23	3.191011236	5.841002398	0.541020074
4598	23	3.213483146	5.861896506	0.565069786
4599	23	3.258426966	5.906502103	0.610351829
4600	23	3.269662921	5.94456508	0.594760763
4601	23	3.224719101	5.836428897	0.613009305
4602	23	3.258426966	5.910441331	0.606412601
4603	23	3.258426966	5.910441331	0.606412601
4604	23	3.258426966	5.938207935	0.578645997
4605	22	3.280898876	5.998120054	0.563677699
4606	22	3.280898876	5.998120054	0.563677699
4607	22	3.280898876	5.997770773	0.56402698
4608	21	3.269662921	5.986805613	0.55252023
4609	21	3.224719101	5.903162767	0.546275436
4610	21	3.224719101	5.903162767	0.546275436
4611	21	3.224719101	5.903162767	0.546275436
4612	21	3.224719101	5.903162767	0.546275436
4613	21	3.179775281	5.778301144	0.581249418
4614	21	3.134831461	5.717469236	0.552193685
4615	21	3.134831461	5.717469236	0.552193685
4616	21	3.101123596	5.65339762	0.548849571
4617	20	3.08988764	5.663488295	0.516286985
4618	20	3.078651685	5.674130964	0.483172406
4619	20	3.06741573	5.657614557	0.477216903
4620	20	3.078651685	5.664606842	0.492696529
4621	20	3.078651685	5.664239829	0.493063542
4622	20	3.06741573	5.652847156	0.481984305
4623	21	3.08988764	5.650178928	0.529596353
4624	21	3.08988764	5.704824927	0.474950354
4625	21	3.078651685	5.711522577	0.445780794
4626	21	3.02247191	5.619323005	0.425620815
4627	21	3	5.568935277	0.431064723
4628	21	2.97752809	5.546085619	0.40897056
4629	21	2.966292135	5.507537838	0.425046432
4630	21	2.93258427	5.445041833	0.420126706
4631	20	2.887640449	5.395803584	0.379477315
4632	21	2.91011236	5.445073082	0.375151637
4633	20	2.887640449	5.422525456	0.352755443
4634	20	2.887640449	5.422525456	0.352755443
4635	20	2.887640449	5.422525456	0.352755443
4636	20	2.853932584	5.361002887	0.346862282
4637	20	2.853932584	5.386987092	0.320878077
4638	20	2.853932584	5.386987092	0.320878077
4639	21	2.865168539	5.398088337	0.332248742
4640	21	2.876404494	5.436762418	0.316046571
4641	21	2.876404494	5.459640869	0.29316812
4642	21	2.876404494	5.459640869	0.29316812
4643	21	2.876404494	5.459640869	0.29316812
4644	21	2.887640449	5.475508179	0.29977272
4645	21	2.887640449	5.475508179	0.29977272
4646	21	2.887640449	5.481003082	0.294277817
4647	21	2.898876404	5.499404005	0.298348804
4648	21	2.876404494	5.465145602	0.287663387
4649	21	2.876404494	5.465145602	0.287663387
4650	21	2.887640449	5.503955651	0.271325247
4651	21	2.876404494	5.492495529	0.26031346
4652	21	2.887640449	5.50504361	0.270237288
4653	21	2.91011236	5.528313884	0.291910835
4654	21	2.876404494	5.483410767	0.269398221
4655	20	2.853932584	5.456833201	0.251031968
4656	20	2.865168539	5.472309784	0.258027295
4657	20	2.876404494	5.514890759	0.237918229
4658	20	2.887640449	5.553898226	0.221382673
4659	20	2.876404494	5.560535044	0.192273945
4660	20	2.876404494	5.560535044	0.192273945
4661	20	2.853932584	5.482231137	0.225634032
4662	20	2.865168539	5.472673763	0.257663315
4663	19	2.820224719	5.391213806	0.249235633
4664	19	2.820224719	5.391213806	0.249235633
4665	19	2.808988764	5.352260325	0.265717203
4666	19	2.820224719	5.334481126	0.305968313
4667	19	2.831460674	5.344839033	0.318082316
4668	19	2.842696629	5.38373672	0.301656538
4669	19	2.831460674	5.344839033	0.318082316
4670	19	2.808988764	5.267255007	0.350722521
4671	20	2.820224719	5.27566554	0.364783898
4672	20	2.842696629	5.302515255	0.382878004
4673	20	2.853932584	5.314774032	0.393091136
4674	20	2.842696629	5.272626637	0.412766621
4675	20	2.842696629	5.272626637	0.412766621
4676	20	2.865168539	5.322784052	0.407553027
4677	20	2.853932584	5.254254845	0.453610323
4678	20	2.876404494	5.305131834	0.447677155
4679	19	2.865168539	5.292086365	0.438250714
4680	18	2.820224719	5.245722977	0.394726461
4681	18	2.853932584	5.284117095	0.423748073
4682	18	2.842696629	5.245527503	0.439865756
4683	18	2.842696629	5.222908564	0.462484694
4684	18	2.853932584	5.239183526	0.468681643
4685	18	2.842696629	5.222908564	0.462484694
4686	18	2.842696629	5.222908564	0.462484694
4687	18	2.853932584	5.26136096	0.446504209
4688	18	2.853932584	5.241569533	0.466295636
4689	18	2.853932584	5.269232122	0.438633047
4690	18	2.853932584	5.269232122	0.438633047
4691	18	2.865168539	5.335494184	0.394842895
4692	18	2.853932584	5.296969944	0.410895225
4693	19	2.943820225	5.446650762	0.440989688
4694	19	2.966292135	5.523916573	0.408667696
4695	19	2.988764045	5.577752281	0.399775809
4696	20	3	5.589906525	0.410093475
4697	20	3.011235955	5.60278882	0.41968309
4698	20	3.033707865	5.65727167	0.410144061
4699	20	3.056179775	5.684048248	0.428311302
4700	21	3.06741573	5.695081312	0.439750149
4701	20	2.93258427	5.558081987	0.307086552
4702	20	2.898876404	5.491729139	0.30602367
4703	20	2.898876404	5.502686308	0.295066501
4704	20	2.921348315	5.527409591	0.315287038
4705	20	2.91011236	5.503183047	0.317041672
4706	20	2.943820225	5.492862714	0.394777735
4707	20	2.95505618	5.511367007	0.398745353
4708	20	2.95505618	5.517670362	0.392441998
4709	20	2.95505618	5.543830239	0.36628212
4710	20	2.97752809	5.592950583	0.362105597
4711	20	2.988764045	5.611620559	0.365907531
4712	20	3.011235955	5.638430767	0.384041143
4713	21	3.101123596	5.807165132	0.395082059
4714	25	3.258426966	6.012951084	0.503902848
4715	25	3.269662921	6.030118929	0.509206914
4716	25	3.258426966	6.015361729	0.501492204
4717	25	3.258426966	5.998096307	0.518757625
4718	25	3.258426966	5.998096307	0.518757625
4719	25	3.269662921	6.015641868	0.523683975
4720	25	3.280898876	6.027992061	0.533805692
4721	25	3.269662921	5.989598324	0.549727519
4722	25	3.292134831	6.013618325	0.570651338
4723	24	3.280898876	6.002656624	0.559141129
4724	24	3.292134831	5.988746172	0.595523491
4725	24	3.280898876	5.950553859	0.611243894
4726	23	3.247191011	5.862723581	0.631658442
4727	23	3.235955056	5.844490598	0.627419515
4728	23	3.235955056	5.844490598	0.627419515
4729	23	3.224719101	5.837518774	0.611919428
4730	23	3.235955056	5.829531486	0.642378626
4731	23	3.247191011	5.841593688	0.652788335
4732	23	3.247191011	5.841593688	0.652788335
4733	23	3.247191011	5.841593688	0.652788335
4734	23	3.224719101	5.766078094	0.683360109
4735	23	3.235955056	5.801201803	0.670708309
4736	23	3.247191011	5.814752017	0.679630006
4737	23	3.258426966	5.826079336	0.690774597
4738	23	3.280898876	5.863829776	0.697967977
4739	21	3.213483146	5.761822768	0.665143524
4740	21	3.213483146	5.761822768	0.665143524
4741	21	3.247191011	5.796948721	0.697433302
4742	21	3.247191011	5.790240352	0.70414167
4743	21	3.247191011	5.790240352	0.70414167
4744	21	3.247191011	5.790240352	0.70414167
4745	21	3.235955056	5.752648878	0.719261235
4746	21	3.269662921	5.788897618	0.750428225
4747	21	3.269662921	5.807289099	0.732036744
4748	21	3.280898876	5.843542185	0.718255567
4749	22	3.258426966	5.77945567	0.737398262
4750	22	3.235955056	5.748875181	0.723034931
4751	22	3.247191011	5.791359642	0.70302238
4752	22	3.247191011	5.791359642	0.70302238
4753	22	3.258426966	5.806415081	0.710438851
4754	22	3.258426966	5.825709706	0.691144226
4755	22	3.258426966	5.825709706	0.691144226
4756	22	3.258426966	5.825709706	0.691144226
4757	22	3.258426966	5.826448912	0.69040502
4758	22	3.235955056	5.813381225	0.658528887
4759	21	3.235955056	5.840849955	0.631060157
4760	22	3.247191011	5.851815727	0.642566295
4761	22	3.247191011	5.851815727	0.642566295
4762	22	3.224719101	5.826599463	0.622838739
4763	22	3.224719101	5.848030904	0.601407298
4764	21	3.179775281	5.827145648	0.532404913
